business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,RestaurantsPriceRange
u6v3XrH0In4-E-G_LjxQIw,Café Mozaic,19 Warrington Street,Ashton-under-Lyne,XGM,OL6 6AZ,53.4878997802734,-2.09364199638367,5.0,6,,"Moroccan, Takeaway & Fast Food",1
Tvfdn1seXZ8DNZwUz9dszw,Jasmine,569 Barlow Moor Road,Manchester,XGM,M21 8AE,53.4416768,-2.276798,3.8,11,,Arabic,2
Pihv1E8rQnunbn1g9xytTA,Al Bilal Restaurant,87-91 Wilmslow Rd,Manchester,XGM,M14 5SU,53.455717,-2.224994,2.5,8,,"Indian, Halal",2
FtK5r3oBbcOQX-xkQF_IJw,Mistika Lounge,90 Wilmslow Road,Manchester,XGM,M14 5AL,53.4542244,-2.2248645,5.0,1,,Shisha Bars,0
Ebs1a8KxhpvgG4sI5q7vCQ,Pasha,513 Wilmslow Road,Withington,XGM,M20 4BA,53.4312791293456,-2.22864143550396,0.0,0,,Arabic,0
6MTq4Ah74sjQdLrGFyTGJQ,Meet Argentinian Restaurant,50 Brunswick St,Liverpool,XMS,L2 0PL,53.40612,-2.992876,3.9,9,,Argentine,0
CZAHqn8-0I0XH9rSAlYK6Q,Gaucho,21-22 Park Row,Leeds,XWY,LS1 5JF,53.7990264,-1.5466681,4.2,9,,Argentine,4
M-yh2z-lysXTB89iGjr8Nw,FAVELA,186 Deansgate,Manchester,XGM,M3 3WB,53.4791173,-2.249308,0.0,0,,"Peruvian, Latin American, Argentine",0
1AGfL8QhkcOqIFGbfNlD8w,Fazenda,Waterman's Place,Leeds,XWY,LS1 4GL,53.7938322916127,-1.54928684234619,4.5,43,,"Brazilian, Argentine, Steakhouses",3
hL7w-KNRUe33jXdcEOfvyQ,Lord Rodney,Church Street,Keighley,XWY,BD21 5HT,53.8652129356104,-1.90976316560343,4.1,7,,"Argentine, Bars",2
0rAagAoZuLoWzwR6ywa35A,Blackhouse,31-33 East Parade,Leeds,XWY,LS1 5PS,53.7979150746856,-1.54890260901869,4.0,37,,"Steakhouses, Seafood, British",3
efR6T-YGOCJtYQDSMZXoAg,El Gaucho,48 Walmgate,York,YOR,YO1 9TJ,53.9570158438183,-1.07608134874661,4.0,11,,Argentine,3
TCNqBXJ2zlAob1nzVaOmxw,Argento Steakhouse,37 37 John Williams St,Huddersfield,XWY,HD1,53.6477013,-1.7828903,3.7,3,,"Argentine, Steakhouses",2
zhYton-ALNNcjAnTXXGEUA,Kosmos Taverna,248 Wilmslow Road,Manchester,XGM,M14 6LD,53.4434298,-2.2187076,4.4,16,,Greek,2
6IzI0Trz6pfhimGMkqqW9Q,Comptoir Libanais,18-19 The Avenue,Manchester,XGM,M3 3HF,53.4800876536348,-2.25057723956844,3.9,17,,Lebanese,2
3XJa8n1V0drw93aRyordFQ,Masis' Armenian Restaurant,4 Brooklands Road,Sale,XGM,M33 3SQ,53.416844,-2.325249,0.0,0,,"Armenian, Mediterranean",0
0UhjhNd4gYysLeRfUXzglg,Vermilion,Hulme Hall Lane,Manchester,XGM,M40 8AD,53.4913513595838,-2.20412644808845,3.9,23,,"Thai, Indian, Halal",3
V_DSjJ170_K1HFBtygmpVg,Fuzion,264 Wilmslow Road,Manchester,XGM,M14 6JR,53.4419116,-2.2187545,4.0,33,,"Japanese, Asian Fusion, Thai",2
c0--0eiSEtyoIM-QyH9ayw,Tattu,3 Hardman Square,Spinningfields,XGM,M3 3EB,53.4800568,-2.2527267,4.0,31,,"Chinese, Asian Fusion, Bars",3
1Axu_m63-F5P861_gqOvlg,Yakisoba,360 Barlow Moor Road,Manchester,XGM,M21 8AZ,53.4381057,-2.2740652,4.0,34,,Japanese,2
FwlKmVAJAPGScyEgdasXCA,Australasia,1 The Avenue,Spinningfields,XGM,M3 3AP,53.4794907091502,-2.24940776824951,4.1,60,,"Asian Fusion, Bars",3
Luv7j0PYGd6CuiMhKMabXw,Tampopo,The Corn Exchange,Manchester,XGM,M4 3TR,53.4848512,-2.2432004,3.8,33,,"Asian Fusion, Vietnamese, Thai",2
4ktHMUGlppJgV37wcA5CVA,Tampopo,16 Albert Square,Manchester,XGM,M2 5PF,53.4789318025307,-2.24581651658312,3.8,46,,"Asian Fusion, Japanese",2
_KKUax8XP2n4b6naTYHGkg,Umami,149/153 Oxford Road,Manchester,XGM,M1 1EE,53.4698873,-2.2367002,3.5,39,,"Japanese, Sushi, Asian Fusion",2
Ue1Vpf7ohTx9kgQosJbYfg,Wing's Dai Pai Dong,Manchester Arndale Food Market,Manchester,XGM,M4 3AH,53.4826901502778,-2.24146480445232,4.3,10,,"Asian Fusion, Takeaway & Fast Food, Imported Food",1
1zVw94M2QGIXultFyT1_aA,Mylahore Cafe - Manchester,14-18 Wilmslow Road,Manchester,XGM,M14 5TP,53.4561625428175,-2.225869,4.4,24,,"Asian Fusion, Takeaway & Fast Food",2
6CWYZFUmX8tfbpx1lZagqw,Sayuri Noodle Bar,The Friendship Inn,Manchester,XGM,M14 6XS,53.440538,-2.219257,4.5,2,,"Takeaway & Fast Food, Chinese",2
RDwB2387hnDKwH7NaszosA,Azuma,73 Cavendish Street,Manchester,XGM,M15 6DD,53.4687298,-2.2416304,4.7,9,,Szechuan,0
HepLMfH2MXm5Fe46FOYXJw,Wagamama,1 Spinningfields Square,Manchester,XGM,M3 3AP,53.4795904600887,-2.24936407213449,3.9,34,,"Japanese, Asian Fusion",2
j2Xop4CrrfMLdDvdJ8PCgw,Zouk Tea Bar & Grill,Unit 5 The Quadrangle,Manchester,XGM,M1 5QS,53.472246,-2.240708,4.1,80,,"Indian, Pakistani",2
kWTTahCC-cgwI1HjzvF7cQ,Cottonopolis,16 Newton Street,Manchester,XGM,M1 2AE,53.4813132,-2.2336838,3.9,26,,"Japanese, Cocktail Bars",3
cd2zgwjCV3wGMyTnFzwP6g,The Fusion Lab,Manchester Arndale Food Market,Manchester,XGM,M4,53.48436,-2.23757,4.4,5,,Pan Asian,0
4Xbnlp7hGu_OkUPkTq3etQ,Wagamama,1 Print Works,Manchester,XGM,M4 2BS,53.485181986278,-2.2418067383777,3.8,66,,"Japanese, Asian Fusion",2
ur0xbiYL8dXn0UinKfvGRA,The Alchemist,3 Hardman Street,Manchester,XGM,M3 3HF,53.4798736572266,-2.25079798698425,4.0,71,,"British, Modern European, Cocktail Bars",2
-4v00Wc6WwAs1YcKGVOEpQ,Mughli Charcoal Pit,30 Wilmslow Road,Manchester,XGM,M14 5TQ,53.4558403,-2.2255814,4.2,87,,Indian,2
gitlnccr3w1y4fQ1SS0LEw,Tampopo,The Trafford Centre,Manchester,ABE,M17 8AA,53.4655756574412,-2.34922504245765,3.7,36,,Asian Fusion,2
lVBHQsmwhOM5UXmAZaLWVA,Mackie Mayor,1 Eagle Street,Manchester,XGM,M4 5BU,53.485492,-2.234891,4.2,16,,Food Courts,2
ciUL9bHsGDkmM4L-38QxDw,The Banyan Tree,Unit 3 Moho Building,Manchester,XGM,M15 4JY,53.4722158409777,-2.26069565178018,3.8,25,,Bars,2
MKU0HDNqgJiX888SIPsKWQ,Oké Poké,59 Church Street,Manchester,XGM,M4 1PD,53.4827161293743,-2.23589915782213,3.9,8,,Hawaiian,0
tcvtDOP8jKDQEYU76cnfsA,Tops,106 Portland Street,Manchester,XGM,M1 4RJ,53.4768089903778,-2.24169373512268,3.6,27,,Buffet,2
B0sZltb4n9jE1xqAQDwiNg,Wokooshii,128 The Orient,Manchester,XGM,M17 8EH,53.4641387702241,-2.34970092773438,2.8,8,,"Japanese, Korean",3
PabwFSHx8n9aGlK2HOWIDA,Asian Fusion,491 Barlow Moor Rd,Manchester,XGM,M21 8AG,53.438462,-2.275151,4.1,8,,Indian,3
mS-w5FPAVI7e5dG-kxYXHQ,Abdul Hadi,298 Oxford Road Longsight,Manchester,XGM,M13 9NS,53.462898,-2.230515,3.2,13,,"Takeaway & Fast Food, Indian",1
GWiKBy4bmJDuz6BBNwDQgw,Braai Steakhouse,59 Ayres Road,Manchester,XGM,M16 9NH,53.459044,-2.264049,0.0,0,,Steakhouses,0
DIKXqBmPQLPex2iIrzFYgw,Walrus,78-88 High Street,Manchester,XGM,M4 1ES,53.4842153,-2.2380228,3.2,35,,"Lounges, New American, British",2
Lovu0o3bPbguq1DT5qvUmA,Rice Flame Bar and Grill,The Trafford Centre,Trafford,XGM,M17 8AA,53.4662991,-2.3541594,1.7,7,,Asian Fusion,3
pMW4vvX2xMNBu_uTSXQBOw,Mahbub Indian Takeaway,524 Wilbraham Road,Manchester,XGM,M21 9AW,53.4427549,-2.2810899,3.7,11,,"Takeaway & Fast Food, Indian",1
NVkXQc3_mmQWqGOePgh72w,Abacus,11 The Linkway,Bolton,XGM,BL6 6JA,53.583117,-2.536257,3.4,14,,Chinese,2
rP6xrBeLiMY_KV8Y7W3dXA,Sunset by Australasia,The Avenue,Manchester,XGM,M3 3AE,53.4801353738608,-2.24931288510561,4.0,1,,"Australian, Bars, Asian Fusion",0
1D5FX5ugqy-S36sP3e_MGw,Walkabout,The Printworks,Manchester,XGM,M4 2AD,53.48511,-2.23992,4.5,4,,Australian,2
OZVa4WDNyjHrzI4L1QXB-w,Federal Cafe,194 Deansgate,Manchester,XGM,M3 3ND,53.4787045,-2.2496741,4.9,8,,"Cafes, Breakfast & Brunch, Australian",0
lY8KB_nzF_To8fiRkVEVlw,Walkabout,Concert Square,Liverpool,XMS,L1 4AN,53.4033211,-2.98105,2.7,16,,"Pubs, Australian",4
9iX4MCtCUNEyWH9Wp-INQw,The Walkabout Inn,15 Friar Lane,Nottingham,NGM,NG1,52.9524391,-1.1515205,3.9,7,,"Pubs, Sports Bars, Australian",1
W7tiJ6VzsIWp6537XTPw4g,Eat New York,,Manchester,XGM,,53.4796,-2.24874,4.0,2,,"Food Trucks, Bagels",2
ldyTcJrfmvhbtpE4aKpPOg,Barbakan Delicatessen,67-71 Manchester Road,Manchester,XGM,M21 9PW,53.4458189568277,-2.27797722917143,4.8,52,,"Bakeries, Delis",2
f-NpVZU3lsnmfRDVv5m1eg,Bagel Factory,Unit 13,Manchester,XGM,M1 9HR,53.4816437,-2.2372575,2.6,5,,"Coffee & Tea Shops, Bagels",3
T-fo3RFu7R1gRyq7eSQP7w,Bagel Nash,4 Hardman Square,Manchester,XGM,M3 3EB,53.479911,-2.252693,3.5,12,,"Bagels, Bakeries",2
RlVVMFIRlvO02qvDwT2vvA,Federal Cafe & Bar,9 Nicholas Croft,Manchester,XGM,M4 1EY,53.4841106387037,-2.23845871616618,4.4,114,,"Cafes, Breakfast & Brunch, Australian",2
9V1awcvKcX6mTLCnRuXzrQ,The Deli,754 Wilmslow Rd,Manchester,XGM,M20 2DW,53.4163522,-2.2319487,3.7,19,,Coffee & Tea Shops,2
L-3nVL94gDf6acW_je_XEQ,Pokusevski's Delicatessen and Cafe,13 Shaw Road,Stockport,XGM,SK4 4AG,53.4229065,-2.1846736,3.8,6,,"Delis, Coffee & Tea Shops",1
9m5ndEOGdBwXIOhi27HBNA,The Anchor Coffee House,508 Moss Lane East,Manchester,XGM,M14 4PA,53.457591,-2.227233,3.0,4,,Coffee & Tea Shops,1
LLR7OeFtaFfzA8yahW_EnQ,Bagel Nash,Manchester Arndale,Manchester,XGM,M4 3AJ,53.4833845596634,-2.24006848640037,3.3,16,,"Coffee & Tea Shops, Bagels",1
C4UH9tNar8HnElA6FhKwRQ,BEat Street,Deansgate Mews,Manchester,XGM,M3 4EN,53.4769355156233,-2.2500619,3.9,10,,"Bars, Street Food, Local Flavour",2
TZIiPowi4tUhpZDJ-uNBuQ,Bagel Bar,23 Leicester Road,Salford,XGM,M7 4AS,53.5075111,-2.2539117,0.0,0,,Bagels,0
d5Am8UT33pVFqel3j2Qb_Q,Moose Coffee,20 York Street,Manchester,XGM,M2 3BB,53.4806694,-2.2404666,3.9,84,,"American, Coffee & Tea Shops, Breakfast & Brunch",2
LzFV61McaWVr4A5WJX5zNg,Sainsbury’s Local,51 Whitworth Street W,Manchester,XGM,M1 5EA,53.4748112866186,-2.24162075568086,3.2,9,,Supermarkets,2
91EMjuTmXXirI8HpZYtEjA,Battery Park,615a Wilbraham Road,Manchester,XGM,M21 9AN,53.4424551,-2.2796527,4.0,11,,"Coffee & Tea Shops, Sandwiches, Juice Bar & Smoothies",1
STupl3NF7tRZguBWXTWx_w,Ezra & Gil,20 Hilton Street,Manchester,XGM,M1 1FR,53.4820119,-2.2329212,4.1,48,,Coffee & Tea Shops,2
ul2sd_RJzOK3ziyFL0yeIA,Katsouris Deli,113 Deansgate,Manchester,XGM,M3 2BQ,53.4808933,-2.2477564,4.2,77,,"Delis, Coffee & Tea Shops, Desserts, Sandwiches",1
M6yh2IPLmngb4NrAGaLxTQ,Bake Station,Deansgate,Manchester,XGM,,53.4779170706586,-2.24955399328697,1.0,1,,"Desserts, Coffee & Tea Shops, Bagels",2
adgUrM24YKxTJVFDFg9FIw,Aldeli,London Road,Alderley Edge,CHE,SK9 7QB,53.3049256115152,-2.23748342672928,4.5,2,,"Coffee & Tea Shops, Breakfast & Brunch",0
tsareGZ5jN6Ry3oMDUVTdA,Teacup,53-55 Thomas Street,Manchester,XGM,M4 1NA,53.484265,-2.236475,3.7,157,,"Coffee & Tea Shops, Tea Rooms, Breakfast & Brunch",2
ao-7ubBFJc6uanJ1ex6eug,Cheese Hamlet,706 Wilmslow Road,Manchester,XGM,M20 2DW,53.417465,-2.2317423,4.4,34,,"Delis, Delicatessen, Cheese Shops",2
aXI6YIXyqsgXoG8n68EMng,The Art of Tea,47 Barlow Moor Road,Manchester,XGM,M20 6TW,53.4180933,-2.2336126,3.8,46,,"Tea Rooms, Bars, Coffee & Tea Shops",2
CJnF_kafhwQjCjJEoxtVQw,The Koffee Pot,84-86 Oldham Street,Manchester,XGM,M4 1LN,53.4841023086734,-2.23333680492356,4.2,34,,Breakfast & Brunch,1
-YI1kHFSmTQByTWGQopo8w,The Spoon Inn,364 Barlow Moor Road,Manchester,XGM,M21 8AZ,53.438114,-2.27408,4.3,15,,"Coffee & Tea Shops, Wine Bars, Soul Food",1
OZVa4WDNyjHrzI4L1QXB-w,Federal Cafe,194 Deansgate,Manchester,XGM,M3 3ND,53.4787045,-2.2496741,4.9,8,,"Cafes, Breakfast & Brunch, Australian",0
4u7KPY5t13dxOEfCoP-gYw,The Vienna Coffee House,78 Mosley Street,Manchester,XGM,M2,53.4789262956212,-2.24210469037186,3.9,13,,Coffee & Tea Shops,2
vrDdhuHID_aQNRnDbhIpMQ,Common Ground,20 Shaw's Road,Altrincham,XGM,WA14 1QU,53.3876281,-2.3514279,4.5,4,,"Breakfast & Brunch, Coffee & Tea Shops, Cocktail Bars",2
L-s5EheZh1ky3nxOIW3fkg,Common,39-41 Edge Street,Manchester,XGM,M4 1HW,53.4842954,-2.2359964,3.7,71,,"Bars, Music Venues, Burgers",2
m8qBNTDsihaMOuiSyJS49g,Infamous Diner,3-5 Basil Chambers,Manchester,XGM,M4 1EY,53.484391,-2.238347,2.8,36,,"New American, Diners",2
tBJKGP_DYlo0jEWJBrL_Qg,Aunt Anne's,Manchester Arndale,Manchester,XGM,M4 1AZ,53.483959197998,-2.23927998542786,1.0,2,,"Coffee & Tea Shops, Desserts",0
MTOea2nv7Oo1PMRp2MYunw,L K Gourmet Coffee,SPT Train Station,Stockport,XGM,,53.4098,-2.15761,1.0,1,,"Coffee & Tea Shops, Bagels",2
o5AE0PuKlMYKGaJDkps_1w,The Clarence,2 Silver Street,Bury,XGM,BL9 0EX,53.5934621,-2.2984899,4.6,11,,"Pubs, British, Breweries",2
YM2qz3KvFqq_oCfqRZ4ohw,Bru Station,15 Market Street,Bury,XGM,BL9 0AJ,53.592847,-2.297547,3.3,4,,Coffee & Tea Shops,2
fuSWjd48Ka6uIXpvS9tWEw,Java Bar Espresso,No 4 Cigar Alley,Manchester,XGM,M3 1WY,53.4871351,-2.2421002,4.0,9,,Coffee & Tea Shops,2
1usj5nm7blqXFsZc1t82jw,McDonald's,1169 Oldham Road,Manchester,XGM,M40 2FU,53.5038121908714,-2.17831196376038,2.9,7,,"Burgers, Takeaway & Fast Food",1
ldyTcJrfmvhbtpE4aKpPOg,Barbakan Delicatessen,67-71 Manchester Road,Manchester,XGM,M21 9PW,53.4458189568277,-2.27797722917143,4.8,52,,"Bakeries, Delis",2
oI6l68batmR4NxncERJH_A,Ho's Bakery,46 Faulkner Street,Manchester,XGM,M1 4FH,53.4782737,-2.2402735,4.1,27,,"Bakeries, Desserts",1
57T8q6vp8cRq3zJx-73Gug,Wong Wong Bakery,28 Princess Street,Manchester,XGM,M1 4LB,53.477974,-2.241169,3.7,31,,"Bakeries, Desserts",1
8yomH8wEgvTS_eg81s0pdw,Levenshulme Bakery,836-838 Stockport Road,Manchester,XGM,M19 3AW,53.4475540172336,-2.19166833101276,5.0,1,,Bakeries,1
s_r-YRXFR9kADAmFsyZDfQ,Trove Cafe + Bakery,1032 Stockport Road,Manchester,XGM,M19 3WX,53.441223,-2.189375,4.4,23,,"Bakeries, Cafes",1
hrHqrVxy3cq2PKxaevzbiA,Rollers Bakery and Café,33 Brown Court,Manchester,XGM,M2 4,53.4827213166644,-2.24144697189331,4.0,7,,"Desserts, Coffee & Tea Shops, Bakeries",3
x3terW94-VDPxY_kbSlgyw,Slattery,197 Bury New Road,Bury,XGM,M45 6GE,53.548196,-2.2944601,4.6,36,,"Bakeries, Chocolate & Chocolatiers, Cafes",3
cbg9HlGiVgi4bAA3X80FJw,The Pasty Shop,Piccadilly Station,Manchester,XGM,M1 2BN,53.4777495659439,-2.2307459165329,3.7,13,,Bakeries,1
